term,int_rate,installment,dti,home_ownership,purpose,verification_status,loan_status,term_num,int_rate_num,risk_flag
 36 months,0.0699,277.86,0.083,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0749,174.17,0.1402,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.079,782.26,0.1077,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.0654,613.35,0.1192,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0676,184.61,0.0881,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0749,74.65,0.0035,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0599,91.26,0.1429,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0714,216.59,0.0314,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0714,0
 36 months,0.0579,212.29,0.0726,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0662,307.04,0.1779,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0849,299.85,0.0028,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0603,486.97,0.1245,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,486.97,0.1486,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0751,311.1,0.1538,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0749,111.97,0.1311,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.079,219.04,0.1314,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.0766,130.96,0.2115,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0849,78.91,0.0781,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0692,277.57,0.0042,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0766,436.52,0.1068,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0788,103.23,0.19,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0542,180.96,0.1572,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0766,187.08,0.089,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0766,0
 36 months,0.079,112.65,0.1971,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.0691,138.77,0.0058,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0699,339.6,0.1948,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0699,0
 36 months,0.1059,325.45,0.1708,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1269,67.09,0.1848,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1075,163.11,0.036,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1075,0
 36 months,0.1099,425.55,0.0752,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1075,151.69,0.0936,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1075,0
 36 months,0.1099,366.64,0.1249,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1059,260.36,0.0383,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1221,266.52,0.0007,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1221,0
 36 months,0.1099,130.94,0.0205,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1149,65.95,0.0852,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1186,89.5,0.1104,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1186,0
 36 months,0.1074,130.47,0.0091,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1074,0
 36 months,0.1112,819.89,0.0475,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1112,0
 36 months,0.1037,194.65,0.0953,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1037,0
 36 months,0.1242,334.16,0.1231,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1242,0
 36 months,0.1065,208.47,0.1164,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1065,0
 36 months,0.1074,182.65,0.1201,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1074,0
 36 months,0.1149,237.4,0.0465,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.0999,32.27,0.0284,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1075,260.97,0.0053,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1075,0
 36 months,0.1269,603.81,0.0621,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1199,398.52,0.1499,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1199,0
 36 months,0.1199,385.24,0.083,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1199,0
 36 months,0.1,193.61,0.0874,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1,0
 36 months,0.1111,196.75,0.1944,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1111,0
 36 months,0.1199,697.41,0.1099,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1199,0
 36 months,0.0999,225.84,0.1023,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.0963,481.41,0.0523,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.0963,0
 36 months,0.1348,135.7,0.141,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1348,0
 36 months,0.1299,67.38,0.0174,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1299,0
 36 months,0.1349,203.59,0.1985,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1299,168.45,0.2006,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1299,0
 36 months,0.1349,122.15,0.0881,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1435,257.61,0.1122,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1435,0
 36 months,0.1417,548.17,0.0876,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1417,0
 36 months,0.1523,104.34,0.0103,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1523,0
 36 months,0.1427,343.09,0.0694,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1427,0
 36 months,0.138,102.25,0.0843,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.138,0
 36 months,0.1223,479.87,0.0371,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1223,0
 36 months,0.1306,236.07,0.1276,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1306,0
 36 months,0.1268,167.71,0.0665,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1268,0
 36 months,0.1523,146.07,0.1355,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1523,0
 36 months,0.1361,101.97,0.1024,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1361,0
 36 months,0.1558,489.31,0.1162,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1558,0
 36 months,0.1562,174.85,0.0698,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1562,0
 36 months,0.1689,391.58,0.1531,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1689,0
 36 months,0.1491,276.98,0.2298,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1491,0
 36 months,0.1496,519.68,0.1049,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1496,0
 36 months,0.1689,355.99,0.1664,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1689,0
 36 months,0.1677,106.62,0.1663,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1677,0
 36 months,0.1411,273.84,0.088,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1411,0
 36 months,0.1562,244.79,0.009,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1562,0
 36 months,0.1629,127.09,0.1424,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1629,0
 36 months,0.1799,433.77,0.1852,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1799,0
 36 months,0.1991,1113.54,0.0629,MORTGAGE,major purchase,Source Verified,Fully Paid,36.0,0.1991,0
 36 months,0.0676,100.0,0.0541,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0691,64.76,0.0645,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0579,303.27,0.0,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0579,159.22,0.1629,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0579,242.62,0.0072,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0603,328.71,0.0163,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0603,76.09,0.2643,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0617,200.54,0.0344,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0617,0
 36 months,0.079,194.0,0.076,OWN,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.0692,431.77,0.0855,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0849,88.38,0.0075,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0849,394.54,0.0283,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.1075,195.73,0.0972,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1075,0
 36 months,0.1171,82.69,0.0148,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1171,0
 36 months,0.0999,77.43,0.1772,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.0999,241.97,0.0287,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1149,131.89,0.011,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1059,78.11,0.0063,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1149,49.46,0.1644,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1036,32.44,0.1318,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1036,0
 36 months,0.1171,158.77,0.1676,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1171,0
 36 months,0.0888,114.28,0.1377,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0888,0
 36 months,0.1025,181.36,0.129,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1025,0
 36 months,0.0999,154.86,0.1119,OWN,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1186,119.34,0.1028,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1186,0
 36 months,0.1335,101.59,0.0774,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1335,0
 36 months,0.1323,202.83,0.0273,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1323,0
 36 months,0.1527,121.8,0.0585,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1527,0
 36 months,0.1349,407.17,0.1673,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1349,0
 36 months,0.1527,208.79,0.0457,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1527,0
 36 months,0.1298,151.58,0.0727,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1298,0
 36 months,0.1223,299.92,0.0168,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1223,0
 36 months,0.1629,176.51,0.0465,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1629,0
 36 months,0.1459,241.26,0.0871,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1459,0
 36 months,0.1521,417.22,0.058,OWN,major purchase,Source Verified,Fully Paid,36.0,0.1521,0
 36 months,0.0579,30.33,0.0212,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0699,46.31,0.244,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0751,46.67,0.1924,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0751,186.66,0.2097,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0654,36.81,0.095,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0749,311.02,0.0867,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0749,217.72,0.1083,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0788,93.85,0.0816,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,93.85,0.0848,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0542,361.92,0.1536,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0692,402.47,0.0329,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0542,301.6,0.0282,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0639,122.4,0.0573,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0639,0
 36 months,0.0599,167.3,0.1496,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0788,234.61,0.0848,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0963,320.95,0.0408,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0963,0
 36 months,0.0788,218.97,0.1902,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0639,110.16,0.1254,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0639,0
 36 months,0.0542,361.92,0.1174,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0768,112.29,0.1054,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0768,0
 36 months,0.0662,307.04,0.0496,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0729,155.05,0.0708,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0849,189.38,0.0062,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0603,486.97,0.0515,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0599,76.05,0.0744,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0676,53.85,0.0748,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0676,0
 36 months,0.0692,123.37,0.186,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0692,0
 36 months,0.0699,308.73,0.2201,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0751,518.0,0.1117,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0849,94.69,0.0081,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0542,211.12,0.0501,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0766,530.06,0.2331,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0788,336.28,0.013,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0788,156.41,0.0867,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0729,93.03,0.0322,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0729,62.02,0.1135,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0788,187.69,0.1769,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0751,31.12,0.1884,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0749,373.22,0.1493,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0849,789.08,0.06,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0729,310.1,0.0934,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0542,105.56,0.2034,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0542,144.77,0.062,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0603,365.23,0.0806,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0603,0
 36 months,0.0699,194.5,0.1508,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0699,0
 36 months,0.079,234.68,0.0426,RENT,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.079,250.33,0.0133,RENT,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.0729,66.68,0.1857,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0766,249.44,0.0125,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0766,37.42,0.0366,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0963,449.32,0.1188,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0963,0
 36 months,0.0729,325.61,0.1407,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0766,218.26,0.0034,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0766,0
 36 months,0.0894,317.72,0.1309,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0894,0
 36 months,0.0579,159.98,0.0524,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0849,220.95,0.1916,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0849,132.57,0.1204,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0849,0
 36 months,0.0749,590.94,0.1442,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.0579,257.78,0.0958,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0542,135.72,0.0539,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0542,0
 36 months,0.0599,152.09,0.1049,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0599,0
 36 months,0.0579,90.99,0.176,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0699,86.45,0.1544,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0699,0
 36 months,0.0617,109.8,0.1386,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0654,214.68,0.2004,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0654,0
 36 months,0.0729,31.01,0.1189,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0729,0
 36 months,0.0691,92.51,0.0079,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0691,0
 36 months,0.0579,72.79,0.0726,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0579,0
 36 months,0.0751,155.56,0.0097,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0751,0
 36 months,0.0662,153.52,0.158,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0662,0
 36 months,0.0768,224.58,0.1672,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0768,0
 36 months,0.0617,196.72,0.143,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0617,0
 36 months,0.0788,62.57,0.1248,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.089,1111.37,0.1408,RENT,major purchase,Source Verified,Fully Paid,36.0,0.089,0
 36 months,0.0788,355.04,0.0867,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0788,0
 36 months,0.0749,130.63,0.2388,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0749,0
 36 months,0.079,250.33,0.0932,RENT,major purchase,Source Verified,Fully Paid,36.0,0.079,0
 36 months,0.0988,128.85,0.0615,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0988,0
 36 months,0.0888,76.19,0.1186,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0888,0
 36 months,0.1171,396.92,0.0344,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1171,0
 36 months,0.1189,331.64,0.1186,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1189,0
 36 months,0.1111,49.19,0.2264,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1111,0
 36 months,0.1025,129.54,0.0,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1025,0
 36 months,0.1171,99.23,0.168,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1171,0
 36 months,0.1158,59.43,0.173,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1158,0
 36 months,0.1149,65.95,0.0244,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1111,327.91,0.0246,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1111,0
 36 months,0.1099,98.21,0.034,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1099,0
 36 months,0.0999,232.29,0.0078,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1149,197.83,0.2499,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1269,201.27,0.0015,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1,164.57,0.2109,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1,0
 36 months,0.1074,104.38,0.0825,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1074,0
 36 months,0.1099,261.88,0.147,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1149,263.78,0.1017,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1036,32.44,0.2201,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1036,0
 36 months,0.0888,47.62,0.1121,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0888,0
 36 months,0.1038,129.79,0.0372,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1038,0
 36 months,0.1037,38.93,0.0,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1037,0
 36 months,0.1149,342.91,0.1369,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1149,82.43,0.0803,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.1112,49.2,0.0065,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1112,0
 36 months,0.0888,158.72,0.1527,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0888,0
 36 months,0.1099,196.41,0.0,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1099,0
 36 months,0.1242,200.5,0.2092,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1242,0
 36 months,0.1149,148.38,0.037,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1149,0
 36 months,0.0999,129.05,0.0895,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.0999,180.67,0.0882,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1242,334.16,0.1333,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1242,0
 36 months,0.1036,97.31,0.046,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1036,0
 36 months,0.0999,161.32,0.1096,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1037,194.65,0.1044,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1037,0
 36 months,0.1269,114.06,0.0436,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1112,655.92,0.0768,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1112,0
 36 months,0.1036,81.1,0.1773,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1036,0
 36 months,0.0999,222.62,0.0159,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1075,619.79,0.1193,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1075,0
 36 months,0.1062,227.92,0.1079,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1062,0
 36 months,0.1126,312.21,0.1904,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1126,0
 36 months,0.1199,332.1,0.0414,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1199,0
 36 months,0.1075,97.87,0.0701,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1075,0
 36 months,0.1199,199.26,0.0782,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1199,0
 36 months,0.1038,551.59,0.1687,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1038,0
 36 months,0.0925,159.59,0.1044,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0925,0
 36 months,0.1111,183.63,0.1315,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1111,0
 36 months,0.0991,219.13,0.0299,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0991,0
 36 months,0.0991,193.35,0.0835,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0991,0
 36 months,0.1189,497.46,0.1069,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1189,0
 36 months,0.1059,292.91,0.1684,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1059,0
 36 months,0.1037,120.04,0.118,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1037,0
 36 months,0.0925,47.88,0.22,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0925,0
 36 months,0.1111,157.4,0.1139,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1111,0
 36 months,0.1099,130.95,0.1856,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1099,0
 36 months,0.0999,699.29,0.0447,RENT,major purchase,Source Verified,Fully Paid,36.0,0.0999,0
 36 months,0.1037,129.77,0.147,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1037,0
 36 months,0.1269,134.18,0.025,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1269,0
 36 months,0.1036,389.24,0.2306,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1036,0
 36 months,0.1306,539.57,0.1272,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1306,0
 36 months,0.1472,69.06,0.0124,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1472,0
 36 months,0.1323,169.03,0.0144,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1323,0
 36 months,0.1385,112.55,0.1371,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1385,0
 36 months,0.1335,541.81,0.059,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1335,0
 36 months,0.1299,505.34,0.0941,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1299,0
 36 months,0.1299,101.07,0.1081,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1299,0
 36 months,0.1323,141.99,0.1486,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1323,0
 36 months,0.1298,117.9,0.1522,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1298,0
 36 months,0.1335,406.36,0.1576,RENT,major purchase,Source Verified,Fully Paid,36.0,0.1335,0
